Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Agarwal, Apoorv; Xie, Boyi; Vovsha, Ilia; Rambow, Owen; Passonneau, Rebecca; ",Sentiment analysis of twitter data,Proceedings of the workshop on languages in social media,,,30-38,2011,Association for Computational Linguistics
